Original Text,Translated Text
Finales Europese voetbalbekers blijven open,Finals European Football Cups remain open
Juventus redt zijn terugmatch in slotseconde,Juventus saves his rematch in slot second
"Mads Pedersen sprint naar ritwinst in Giro, Evenepoel overleeft dag na valpartij","Mads Pedersen sprints to ride wins in Giro, Evenepoel survives day after fall"
Lefevere over Evenepoel: ‘Hopen dat de schade niet groter wordt’,Lefevere about Evenepoel:........................................................................................................................................................
"Zware bergrit met geblutst lijf? Lang niet ideaal, weet Evenepoel","Heavy mountain ride with busted body? Not ideal at all, knows Evenepoel"
"Matthias Casse, het competitiebeest voor wie de tweede plaats niet bestaat","Matthias Casse, the competition animal for whom there is no second place"
Inter legt in twee minuten weg naar finale Champions League open,Inter opens in two minutes to final Champions League
Matthias Casse moet opnieuw vrede nemen met zilver op WK judo,Matthias Casse must again make peace with silver on World Championship judo
Evenepoel houdt verrekking over aan twee valpartijen,Evenepoel's gonna be a drag on two traps.
"Eerst samen Vlaams voorjaar hertekend, nu Anderlecht: de bromance tussen Tomas Van Den Spiegel en Wouter Vandenhaute","First redesigned together Flemish spring, now Anderlecht: the bromance between Tomas Van Den Spiegel and Wouter Vandenhaute"
"Evenepoel versus Roglic, maar dan op de tatami","Evenpoel versus Roglic, but on the tatami"
AI is toe aan een charmeoffensief,AI needs a charm offensive
Sam Smith in het Sportpaleis: een gay cabaret dat véél kanten op tuimelde,Sam Smith at the Sports Palace: a gay cabaret that tumbled all over
"AI-blog | Chatten met AI-kloon van influencer, voor 1 dollar per minuut","AI blog Chat with AI clone of influencer, for 1 dollar per minute"
Rolf Falter ontdoet de Guldensporenslag van zijn mythes,Rolf Falter removes the Golden Trajectory from his myths
"Queen Loreen, een Finse hulk en Poetin-propaganda: dit zijn de tien concurrenten van Gustaph","Queen Loreen, a Finnish hulk and Putin propaganda: these are Gustaph's ten competitors"
Hilarisch Indonesisch,Hilarian Indonesian
Te veel volgens het boekje,Too much by the book
"Herbert Marcuse: prangende vragen, allesbehalve blijmoedige antwoorden","Herbert Marcuse: pressing questions, anything but happy answers"
‘Al wie gek is op Reynaert moet zich toch eens achter de oren krabben’,Anyone who loves Reynaert has to scratch behind the ears.
Een ode aan de muziek van Bach tot Berg,An ode to the music from Bach to Berg
‘Niet elke vorm van teloorgang is het einde van de wereld’,"""Not every kind of destruction is the end of the world"""
De laatste weken van Van Gogh: schilderen als laatste strohalm,Van Gogh's last weeks: painting as the last straw
"Claus blijft spreken, aanspreken, tegenspreken","Claus continues to speak, address, contradict"
‘Geschreven pijn doet minder zeer’,.....................................................................................................
Van Rembrandt tot Man Ray. De expo’s in eigen land,From Rembrandt to Man Ray. The exhibitors in their own country
Grenzeloze Vlaamse meesters. De beste expo’s in de buurlanden,Boundless Flemish masters. The best exhibitors in neighbouring countries
Kunstenaar Marcin Dudek: ‘Archiefbeelden van hooligans laden mij op. Zelfs de pijnlijkste foto’s’,Artist Marcin Dudek: Archive images of hooligans recharge me. Even the most painful photolocary...
‘Ik kan dingen alleen makkelijk los­laten als ik ze kan toe­vertrouwen aan de aarde’,I can't let things go easily unless I can trust them to the earth............................................................................................................................................................................................
‘Het werk van Beyoncé is brandstof voor politieke bewegingen’,The work of Beyoncé is fuel for political movements.
Wat heeft het KMSKA met de erfenis van Gigi gedaan?,What did KMSKA do with Gigi's inheritance?
Tom Lanoye wordt ridder in Frankrijk,Tom Lanoye becomes a knight in France
"Zang, vet en actie","Singing, fat and action"
De animositeit van de anonimiteit,Animosity of anonymity
‘Henry VIII’ in De Munt: tussen rauw geweld en rauwe lust,"""Henry VIII"" in De Munt: between raw violence and raw lust"
"Werk genoeg. Wat dit land nodig heeft, is werkenden",Work enough. What this country needs is workers.
Brengt Kemal Kiliçdaroglu een nieuwe Turkse lente?,Does Kemal Kiliçdaroglu bring a new Turkish spring?
Graaiflatie is niet bewezen,Graaiflation has not been proven
Groen: ‘Tijd dat grote vervuilers aangepakt worden’,"Green: ""Time to tackle major polluters'"
De politieke AI-race,The political AI race
Bevroren Russische activa beleggen is een slecht idee,Investing frozen Russian assets is a bad idea
Slaapwandelend naar een tweede termijn,Sleepwalking to a second term
Het pro-Deosysteem is niet verouderd,The pro-Deosystem is not outdated
"Verhalen vertellen, dat is wat van ons mensen maakt","Telling stories, that's what makes us people."
Schrap overbodige subsidies,Schrap overbodige subsidies
Deze keer wordt het anders,This time it's gonna be different.
Wat is de Waalse canon?,What is the Walloon canon?
"Gift Orban rolt Cercle op met hattrick, AA Gent steekt hand uit naar Europees ticket","Gift Orban rolls up Cercle with hattrick, AA Gent sticks out hand to European ticket"
Bart De Wever: ‘Na 2024 snel een minikabinet vormen met PS’,Bart De Wever: After 2024 quickly form a mini-kabinet with PS
Stress neemt toe in Molenbeek: dwingt RWDM straks promotie af?,Stress increases in Molenbeek: Will RWDM enforce promotion?
Slechte generale repetitie voor CL: AC Milan krijgt nu ook in competitie een dreun,Bad dress rehearsal for CL: AC Milan now also gets a thump in competition
Ook op kabinet Jambon werkte jarenlang medewerker die betaald werd door Bpost,Also in Jambon cabinet worked for years employee who was paid by Bpost
Eden Hazard staat voor het eerst sinds begin januari weer in de basis bij Real Madrid,Eden Hazard is back at Real Madrid for the first time since the beginning of January
"Lectrr, cartoon van de dag","Lectrr, cartoon of the day"
Bayern München peuzelt Schalke op en legt titeldruk weer bij Dortmund,Bayern München peuddles up Schalke and puts title print back at Dortmund
Kampioen Anderlecht sluit seizoen mooi af met vijfklapper tegen KAA Gent,Champion Anderlecht closes season nicely with fivekapper against KAA Gent
"Groen verschrompelt, kopstukken noch thema’s kunnen verleiden","Groen grumped, kopstukken still thema-s kunen suffer"
‘Du mußt dein Leben ändern’,‘You have to change your life
Bashir Abdi en Koen Naert lopen zondag marathon van Rotterdam,Bashir Abdi and Koen Naert run Sunday marathon of Rotterdam
"Hampstead Heath, Kenwood House","Hampstead Heath, Kenwood House"
BEKIJK: Slalom van Alexis Saelemaekers verkozen tot Goal van de Maand in Italië,VIEW: Slalom of Alexis Saelemaekers elected Goal of the Month in Italy
Manchester City kan pas morgen voetballen door Eurovisiesongfestival,Manchester City can't play football until tomorrow by Eurovision Song Contest
"Kylian Hazard: ""De goesting is groot, RWDM wacht al lang op deze promotie""","Kylian Hazard: ""The desire is great, RWDM has long been waiting for this promotion"""
Swipen we binnenkort allemaal op zoek naar vrienden?,Are we all gonna swipe for friends soon?
De levenslessen van de tattooartiest,The life lessons of the tattoo artist
‘Zwarte schoonheid tonen is een daad van rechtvaardigheid’: hoe Tyler Mitchell mooie mensen ziet,# Showing black beauty is an act of justice # # How Tyler Mitchell sees beautiful people #
"Hanan Challouki: ‘Van het idee dat het moederschap esthetisch kan zijn, ben ik afgestapt’","Hanan Challouki: From the idea that motherhood can be aesthetic, I've stepped down."
Wat eten we vandaag? Surinaamse bakbanaan met pindasaus,What's for dinner today? Surinamese bacon with peanut sauce
Is het oké dat ik stiekem Botox gebruik?,Is it okay if I use Botox secretly?
25 zalig rustige liedjes,25 zalig rustige liedjes
Gezocht: de zachtste lichaamscrème,Matched: de tachst ichaamscrème
Verplichte ‘zelfzorg’? Eet gewoon meer taart zonder reden zoals mijn vriendin,Mandatory self-care.......................................................................................................................................................... Just eat more cake for no reason like my girlfriend
Dat ene misverstand dat het seksleven van mannen en vrouwen verknoeit,That one misunderstanding that ruins the sex life of men and women
getest: nagelsalon voor doe-het-zelvers,tested: nail salon for do-it-yourselfers
Snus: ongezonde maar populaire hype onder voetballers,Snus: unhealthy but popular hype among footballers
"Halve finales Europa League: Juventus moet het doen met gelijkspel tegen Sevilla, Roma wint wel van Leverkusen","Half finals Europa League: Juventus has to do with draw against Seville, Roma wins from Leverkusen"
"Halve finales Conference League: West-Ham met voorsprong naar AZ, Basel wint verrassend op Fiorentina","Half finals Conference League: West Ham with head to AZ, Basel wins surprisingly at Fiorentina"
Kijk hier naar het Europese voetbalmagazine van 11 mei met o.a. Juventus-Sevilla en Roma-Leverkusen,Take a look here at the European Football magazine of May 11th with a.o. Juventus-Sevilla and Roma-Leverkusen
West Ham neemt de maat van AZ na penaltyfout Ryan: 2-1,West Ham neemt de maat van AZ na penaltyfout Ryan: 2-1
Basel komt dankzij late goal winnen op het veld van Fiorentina: 1-2,Basel comes thanks to late goal winning on the field of Fiorentina: 1-2
Roma legt Leverkusen over de knie met het kleinste verschil: 1-0,Roma puts Leverkusen over the knee with the smallest difference: 1-0
Juventus sleept in extremis een 1-1-gelijkspel uit de brand tegen Sevilla,Juventus drags a 1-1 match out of the fire against Seville in extremism
Het journaal 13u met o.a. de 0-2-zege van Inter tegen AC Milan in de CL,The 13h news with a.o. the 0-2 victory of Inter against AC Milan in the CL
Het journaal 19u met o.a. de goal van Kevin De Bruyne tegen Real Madrid in de CL,The 7:00 news with a.o. the goal of Kevin De Bruyne versus Real Madrid in the CL
De Bruyne en co zijn op zoek naar revanche tegen Real Madrid in de CL,The Bruyne and co are looking for a rematch against Real Madrid in the CL
"Karl en José over aanval van Primoz Roglic: ""Ze hebben iets gevoeld wat wij niet zien""","Karl and José about Primoz Roglic attack: ""They have felt something we do not see"""
"Hoe minder we ons vervelen, hoe saaier het leven wordt","The less bored we get, the more boring life gets"
Kan Evenepoel opnieuw kloofje slaan in de tijdrit? Om 16.25 uur begint hij aan opdracht tegen de klok,"Can Evenepoel break again in the time trial? At 4:25 p.m., he starts on counterclockwise assignment."
"""Niet slecht voor een renner met corona"": wakkerde Primoz Roglic de roddel zelf aan?","""Not bad for a rider with corona"": did Primoz Roglic stir up the gossip himself?"
Nieuwe regels voor trans vrouwen in het atletiek,New rules for trans-women in athletics
"Primoz Roglic: ""Ik wil de koers hard maken zodra er zich een kans aandient""","Primoz Roglic: ""I want to make the course tough as soon as there's a chance"""
Bekijk de samenvatting van de 8e etappe in de Giro,Check out the summary of the 8th stage in the Giro
Greg Van Avermaet (4e) valt net naast podium in Finistère na coup van jong Frans geweld,Greg Van Avermaet (4th) falls next to stage in Finistère after coup of young French violence
"Rustige Remco Evenepoel analyseert ""dom"" foutje en leert lessen: ""Geen reden tot paniek""","Quiet Remco Evenepoel analyzes ""stupid"" error and learns lessons: ""No reason to panic"""
"BEKIJK: Primoz Roglic bestookt Remco Evenepoel, de wereldkampioen past","VIEW: Primoz Roglic hits Remco Evenepoel, the world champion fits"
"Primoz Roglic slaat terug en loopt 14 seconden in, Ben Healy imponeert met solo","Primoz Roglic strikes back and walks in 14 seconds, Ben Healy impresses with solo"
Bekijk het Giro Magazine van de 8e etappe,Check out the Giro Magazine of the 8th stage
"Elon Musk zegt vervanger gevonden te hebben, topvrouw begint ‘over zes weken’ bij Twitter","Elon Musk says she's found a replacement, top lady starts six weeks from now at Twitter."
"Ken Vanmarcke over de overwinning van Healy: ""Geeft heel de ploeg motivatie""","Ken Vanmarcke on Healy's victory: ""Gives all the team motivation"""
Belgische kerncentrales zijn bijzaak geworden voor Engie,Belgian nuclear power plants have become secondary to Engie
‘Snurkschandaal’ blijft bestuurders Philips achtervolgen,"""Snort Scandals"" continues to haunt drivers Philips"
Is het slim om uw dak vol zonnepanelen te leggen?,Is it wise to lay your roof full of solar panels?
Vrees voor tekort aan ingrediënt voor snoep en frisdrank: ‘Nog geen alternatief’,Fear of shortage of ingredient for sweets and soft drinks:... No alternative............................................................................................................................................
Weinig mensen blij in de partij,Few people happy in the party
"Nick Cave is een ware kunstenaar: hoe artificiëler hij eruitziet, hoe authentieker hij oogt","Nick Cave is a true artist: the more artificial he looks, the more authentic he looks."
Oude witte mannen die over hun nek gaan,Old white men going over their necks
Ik zat met mijn baby in bad. En toen moest ik natuurlijk een foto maken,"I was in the bathtub with my baby. And then, of course, I had to take a picture."
Bpost en de tentakels van McKinsey,Bpost and the tentacles of McKinsey
Hoe schrijf je in godsnaam over iemand als Donald Trump,How the hell do you write about someone like Donald Trump?
Wat kiest Turkije: angst of hoop?,What does Turkey choose: fear or hope?
De gemiste kans van de canon,The missed chance of the canon
Hoe woke was de Vlaamse strijd?,How wok was the Flemish battle?
Mentaal welzijn zou een verplicht lespakket moeten zijn,Mental well-being should be a mandatory curriculum
‘Moord? In de jaren 70 gebeurde dat niet’,Murder? This did not happen in the 1970s.
Krijgen we zondag een nieuw Turkije?,Can we get a new Turkey on Sunday?
Iedereen moet het veld op voor natuurherstel,Everyone's on the field for nature restoration.
De Stemming is niet opperbest,Vote is not the best thing.
Op stage in de Lovelingstraat,On internship in the Lovelingstraat
"What’s in a name? Nogal wat, vraag maar aan geadopteerden","What's in a name? Quite a bit, ask those who have been adopted."
De Bpost-rel leidt af van het ontluisterende spektakel genaamd graaiflatie,The Bpost-rel is distracting from the debugging spectacle called gray-flation.
Alles van waarde is weerloos (en komt niet in de canon),Everything of value is defenseless (and does not enter the canon)
"Hoe meer flexi-jobbers in de winkels, hoe minder vast werk voor korter opgeleide vrouwen","The more flexi-jobbers in the shops, the less steady work for less educated women"
Ook op kabinet van Jan Jambon (N-VA) werkte medewerker die door Bpost werd betaald,Also worked on Jan Jambon's cabinet (N-VA) employee who was paid by Bpost
Vlaanderen scherpt klimaatplan 2030 aan: geen premie meer voor gascondensatieketel,Flanders sharpens climate plan 2030: no more premium for gas condensation boiler
"Vlaams Belang blijft grootste partij, Vooruit blijft groeien in peiling","Flemish Interest remains largest party, Vooruit continues to grow in polling"
De comeback van Bashar al-Assad: ‘Dat hij opnieuw toetreedt tot de Arabische Liga is met complete verbijstering onthaald’,"Bashar al-Assad's comeback: ""That he re-enters the Arab League has been received with complete bewilderment."""
Federale regering geeft De Sutter groen licht om relatie met Bpost uit te klaren,Federal government gives De Sutter the green light to clear relationship with Bpost
Teambuilding voor de eigen troepen: drie partijen met kopzorgen roepen dit weekend hun leden samen,Teambuilding for their own troops: three parties with concerns call their members together this weekend
Vooruit verscherpt standpunten rond asiel en migratie: ‘Het OCMW is te vaak de eerste stap voor nieuwkomers’,Advanced views on asylum and migration:.The OCMW is too often the first step for newcomers.....................................................................................................................................................................................................
"Bekijk je het puur politiek, dan houdt De Sutter zich kordaat recht. Maar de Bpost-storm gaat niet meer over pure politiek","If you look at it purely politically, De Sutter keeps his head straight. But the Bpost storm is no longer about pure politics."
Tegenstander Turkse president Erdogan trekt zich drie dagen voor verkiezingen terug: kans voor andere oppositiekandidaat?,Opponent Turkish President Erdogan withdraws three days before elections: opportunity for other opposition candidate?
▶ ‘CNN zou zich moeten schamen’: zender onder vuur nadat Trump uur lang live op tv met leugens strooit,##############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
Europese natuurplannen onder vuur: ‘Vlaanderen kan tot 172.000 hectare landbouwgrond verliezen’,European nature plans under attack:..Flanders may lose up to 172.000 hectares of agricultural land...................................................................................................................................................................................................................................................
Koerden kunnen Turkse verkiezingen beslissen: ‘De mensen hebben schoon genoeg van Erdogan’,Kurds can decide Turkish elections: The people have enough of Erdogan.
"Petra De Sutter bijt van zich af, maar het gevaar is nog niet geweken: ‘Bpost heeft een gat in de romp en er is geen manier om dat te dichten’","Petra De Sutter bites off, but the danger hasn't left yet: Bpost has a hole in the hull and there's no way to close it."
"Over vonnis van seksueel misbruik: ‘Was iemand nog verrast dat Trump hiertoe in staat is, nee toch?’","About the verdict of sexual abuse: Was anyone surprised that Trump is capable of this, no?"
"Amerikaanse media over het vonnis van Trump: ‘Een bullebak, een lafaard en een roofdier’","American media on Trump's verdict: ""A bully, a coward and a predator"""
Na vonnis over seksueel misbruik door Trump: ‘Conservatieve Republikeinen kunnen hem dit zwaar aanrekenen’,Following judgment on sexual abuse by Trump: Conservative Republicans can charge him heavily.
"Iraanse oppositie komt met nieuwe gelekte documenten: ‘Geen hoop voor Djalali, wel voor Vandecasteele’","Iranian opposition comes with new leaked documents: ""No hope for Djalali, but for Vandecasteele"""
"Ondanks de luide kritiek vooraf blijkt de Canon van Vlaanderen divers, overtuigend en verrassend","Despite the loud criticism in advance, the Canon of Flanders turns out to be diverse, convincing and surprising"
Alexia Bertrand: ‘Ik wil tegen élke vorm van discriminatie strijden. Ik verzet me tegen woke én tegen de anti-woke-reactie van Bart De Wever’,Alexia Bertrand: I want to fight any form of discrimination. I oppose both wok and wok's anti-woke reaction by Bart De Wever.
Samensteller Jan Dumolyn over de Vlaamse canon: ‘Uitvindingen zoals de pil zijn belangrijker dan de Tweede Wereldoorlog’,Composer Jan Dumolyn on the Flemish canon: Inventions such as the pill are more important than World War II
Geen wedstrijd die het wielrennen vaker een spiegel voorhoudt dan de Giro,No race that keeps a mirror in front of cycling more often than the Giro
"Van Bommel leert Antwerp de truken van de foor: ‘Vier een goal aan de cornervlag, zo win je tijd’","Van Bommel teaches Antwerp the tricks of the foor: Four goals at the corner flag, so you win time."
Trainersduo Hoefkens en De Mil ziet wel wat in Engels avontuur,Trainers duo Hoefkens and De Mil see something in English adventure
Van bankzitter bij Eupen naar basisspeler bij Union: Lazare Amani speelt een sleutelrol in de titelstrijd,From bank president at Eupen to base player at Union: Lazare Amani plays a key role in the title fight
Lotto-Dstny stelt toptalent Van Eetvelt weer op na neusspray-zaakje,Lotto-Dstny sets up top talent Van Eetvelt after nasal spray shop
Vroege vluchter Bais wint de eerste echte bergrit in de Giro,Early flighter Bais wins the first real mountain ride in the Giro
Axel Witsel stopt als Rode Duivel: ‘Wil meer tijd doorbrengen met familie en me focussen op club’,"Axel Witsel stops as a Red Devil: ""Want to spend more time with family and focus on club"
Eerste grote bergrit in Giro: hebben tegenstanders bloed geroken? ‘Hoe sterk is de ploeg van Evenepoel? Dát wil nu iedereen weten’,First big mountain ride in Giro: did opponents smell blood? How strong is the team of Evenepoel? That's what everybody wants to know right now.
"Mandela Keita, de man van 10 miljoen, voelt zich goed bij Antwerp: ‘Zelfs al pakken we de titel, dan nog drink ik geen champagne’","Mandela Keita, the 10 million-dollar man, feels good at Antwerp: Even if we take the title, I don't drink champagne."
Evenepoel finisht dag na val zonder stress en ziet een ‘nerveuze Roglic’,Evenepoel finishes day after fall without stress and sees a roglico
Steeds meer jonge talenten vertrekken: jeugdopleiding Anderlecht op losse schroeven,More and more young talents are leaving: Anderlecht youth training
"Inter en AS Roma bloeden zonder hoofdsponsor, na crash cryptobedrijf: ‘Je wist dat de bubbel kon ontploffen’","Inter and AS Roma bleed without main sponsor, after crash crypto company: You knew the bubble could explode"
Braziliaanse politie voert onderzoek naar matchfixing in het voetbal: ‘Manipulatie met internationale gevolgen’,Brazilian police are investigating match fixing in football: Manipulation with international consequences
"Een straathond, twee crashes en veel frustraties: de baaldag van Remco Evenepoel","A stray dog, two crashes and many frustrations: the bald day of Remco Evenepoel"
Inter neemt met 0-2 zege tegen stadsgenoot Milan optie op finale Champions League,Inter takes 0-2 victory against citymate Milan option at final Champions League
"Wat houdt Remco Evenepoel over aan zijn dubbele val in de Giro? ‘Zowel op fysiek, hormonaal als mentaal vlak zijn er consequenties’","What does Remco Evenepoel have to do with his double fall in the Giro? Both physically, hormonally and mentally there are consequences."
"Bomen planten met transfergeld, voor Troost-Ekong is dat de toekomst","Planting trees with transfer money, for Troost-Ekong is that the future"
Hoofdbrekens voor Casse: hoe moet hij zijn Georgische rivaal verslaan in Parijs 2024?,Headbreaking for Casse: how is he supposed to defeat his Georgian rival in Paris 2024?
"Groves sprint naar ritzege in chaotische vijfde etappe Giro, Evenepoel twee keer tegen de grond","Groves sprint to riding victory in chaotic fifth stage Giro, Evenepoel twice against the ground"
Met Busquets verdwijnt de laatste meester van het tikitaka bij Barcelona,With Busquets the last master of the tikitaka vanishes at Barcelona
"Rusland erkent dat leger zich terugtrekt rond Bachmoet, Wagner-baas scherp: ‘Een nederlaag’","Russia acknowledges that the army is retreating around Bachmoet, Wagner boss sharp:..A defeat...................................................................................................................................................."
"Songfestival-fans krijgen maar niet genoeg van Hannah Waddingham, toch moest ze lang wachten op een doorbraak","Songfestival fans get but not enough of Hannah Waddingham, yet she had to wait a long time for a breakthrough"
Weervrouw Jacotte Brokken: ‘Op de VRT heb ik nooit opmerkingen gekregen. Mijn figuur is er de normaalste zaak ter wereld’,Weatherwoman Jacotte Broken: On the VRT I never got any comments. My figure is the most normal thing in the world.
Kinepolis lokt ruim een derde meer cinefielen,Kinepolis lures more than a third more cinefiels
Live - President Zelensky in Vaticaanstad voor ontmoeting met paus Franciscus en reist door naar Duitsland,Live - President Zelensky in Vatican City for meeting with Pope Francis and travels on to Germany
"Sven Biscop: ‘Het Russische landleger zit volledig vast. Alles is ingezet, er is geen enkele extra capaciteit meer’","Sven Biscop: ""The Russian army is completely trapped."" Everything is deployed, there is no more capacity"
Je kunt het Stromae niet kwalijk nemen dat hij geveld werd door zijn gezondheid. Hij is de maestro van de eigen mindfuck,You can't blame Stromae for getting him killed by his health. He's the maestro of his own mindfuck.
‘IJzeren generaal’ onthult geheime strategie die Oekraïne gebruikte om Russen terug te drijven en te laten ‘leegbloeden’,"""Iron General ""reveals secret strategy that Ukraine used to drive back Russians and let them bleed out."""
"Huizen 60 procent duurder, elk jaar zo'n 7.000 mensen weg uit de stad: woningnood in Gent groter dan gedacht","Houses 60 percent more expensive, every year about 7,000 people away from the city: housing shortage in Ghent bigger than expected"
Het taboe rond F-16's voor Oekraïne lijkt verdwenen: ‘Dan sta je in elk geval kwalitatief gelijk met de Russen’,The taboo around F-16's for Ukraine seems to be gone: at least you'll be qualitatively equal to the Russians.
Oud-kolonel Roger Housen: ‘Het zou weleens de meest cruciale fase van de strijd kunnen worden’,"Former Colonel Roger Housen: ""It could be the most crucial phase of the battle."""
‘Stop met delen van herkenbare beelden’: parket doet oproep na treinongeval in Bilzen,Stops with parts of recognizable images: parquet calls after train accident in Bilzen
"Presentatrice Julie Van den Steen: ‘Ik moest de tijd nemen voor mijn verdriet, anders zou het een trauma blijven’","Presentatrice Julie Van den Steen: ""I had to take the time for my grief, otherwise it would remain a trauma."""
"‘De commentaar die Lancelot kreeg op sociale media, is serieus binnengekomen. Voor hem hoefde het niet meer’",The comment Lancelot received on social media has come in seriously. He didn't need it anymore.
"Remco Evenepoel: ""Had beter het voorbeeld van Geraint Thomas gevolgd""","Remco Evenepoel: ""Had better followed Geraint Thomas' example"""
"‘Recht op kinderopvang? Als er geen aanbod is, heb je pech’: Vlaamse regering lost ambities om ieder kind opvang te geven","Right to child care? If there is no offer, you have bad luck: Flemish government fixes ambitions to give every child shelter"
‘Ik heb drie militaire staatsgrepen en twee couppogingen meegemaakt. En toch heb ik nooit zoiets gezien als dit’,I've been through three military coups and two coup attempts. And yet I've never seen anything like this.
Youssef Kobo: ‘Gen Z zegt: ik zit hier op een plek met 500 man personeel en de enige diversiteit is de kantine of de kuisploeg’,Youssef Kobo: Gen Z says: I'm in a place with 500 staff and the only diversity is the cafeteria or the chaste squad.
Financieel directeur moet vertrekken bij Plopsa,Financial Director to leave Plopsa
Het dilemma voor N-VA in 2024: een nieuwe ‘bocht van Bracke’ of een Vlaams-nationalistisch breekijzer blijven,The dilemma for N-VA in 2024: a new brake turn or a Flemish nationalist crowbar remain
Vrijwilligersleger van Gazprom in conflict met Wagner: ‘Met zulke vrienden heb je geen vijanden nodig’,"Volunteer army of Gazprom in conflict with Wagner: ""With such friends, you don't need enemies."""
Onze journalist in Liverpool: ‘Het valt op dat Gustaph sterk gestegen is bij de bookmakers’,"Our journalist in Liverpool: ""It is striking that Gustaph has risen sharply among bookmakers."""
"Sam Smith in het Sportpaleis: ook wanneer je een hekel aan deze romantische relnicht zou hebben, ben je onder de indruk ★★★★☆","Sam Smith at the Sports Palace: even if you dislike this romantic relic, you're impressed with junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk junk"
"‘Met alle respect voor vorige inzendingen, maar met Gustaph bouwen we nog eens een feestje op het songfestival’","With all due respect for previous entries, but with Gustaph we'll have another party at the song festival."
Ilja Leonard Pfeijffer presenteert opvolger voor ‘Grand Hotel Europa’: zo kunt u bij de première zijn,Ilja Leonard Pfeijffer presents follow-up for the Grand Hotel Europa: this way you can be at the premiere
"Lachen met luxe, bling en champagne: het verhaal achter ‘Royals’ van de piepjonge Lorde","Smile with luxury, bling and champagne: the story behind the young Lord's royals"
‘Nightcrawling’ van Leila Mottley: een vertelstem die de eindeloze ellende glans geeft,Leila Mottley's Nightcrawling Story: a storytelling voice that shines the endless misery
Zes bekende Beyoncé-fans over haar succesrecept: ‘Niemand anders beheerst de ‘triple threat’ zoals zij’,Six well-known Beyoncé fans about her success recipe: no one else masters the... triple threat.........................................................................................................................................................
Drago Jancar speelt een slim spel met de verwachtingen van de lezer,Drago Jancar plays a smart game with the expectations of the reader
De reis van een held met groene pinnenmuts: waarom ‘The Legend of Zelda’ zo’n belangrijke videogame is,"The journey of a hero with a green pin hat: why ""The Legend of Zelda"" is such an important video game"
De schoonheid van een wereld in chaos: concertfilm van Lou Reeds album ‘Berlin’ heruitgebracht,"The beauty of a world in chaos: concert film by Lou Reed's album ""Berlin"" re-released"
‘Hij zette het podium in vuur en vlam tijdens een anders futloze avond’: buitenlandse media over Gustaph op het Songfestival,He set the stage on fire during an otherwise unstoppable evening: foreign media about Gustaph at the Song Festival
‘Grind’ van Kommil Foo: cabaretiers twijfelen zich met verve een weg door het geheugenpaleis ★★★★☆,Cabaertiers doubt their way through the memory palace with verve.
Zelfs de biograaf verdwaalde in de bluesraadsels: waarom nieuw boek over Robert Johnson decennia op zich liet wachten,Even the biographer got lost in the blue riddles: why new Robert Johnson book was waiting for decades
Voormalige ‘De Morgen’-huisfotograaf stelt tentoon in Gent: ‘Je mag het toeval nooit laten schieten’,"Former ""The Morning House Photographer"" shows in Ghent: ""You must never let chance go."""
Gustaph stoot met ‘Because of You’ door naar finale Eurovisiesongfestival,"Gustaph hits with ""Because of You"" through to final Eurovision Song Contest"
"Bekende fans over hun liefde voor het Songfestival: ‘Samen kijken en commentaar geven, zo fijn’","Famous fans about their love for the Song Festival: Watching and commenting together, so fine."
‘Quantum Leap’ is een tijdreisserie die bleef stilstaan in de tijd,"""Quantum Leapat"" is a time travel series that remained stationary in time."
Feminisme en seks op het scherm: waarom de erotische thriller in ongenade viel na MeToo,Feminism and sex on the screen: why the erotic thriller fell in disgrace after MeToo
‘Het is een thema dat leeft’: waarom zelfs de VRT met een immoprogramma op de proppen komt,It's a theme that lives on: why even the VRT comes up with an immo program
Spin-off ‘Queen Charlotte’ is stuk minder luchtig dan de Netflix-hit ‘Bridgerton’,"Spin-off, Queen, Charlotte. It's for luchtig and de Netflix-hit, Bridgerton."
"Straks staat Eric Goens ook op ónze stoep, met een dreigend cameraploegje in de rug","Soon Eric Goens will be on our sidewalk, with a threatening camera crew in the back"
Wie is er bang van een Vlaamse gemeenschap?,Who's afraid of a Flemish community?
"Het is een illusie te denken dat je de versplinterde, diverse wereld die een klas geworden is in één krachtige juffenhand kunt samenballen","It is an illusion to think that you can ball together the shattered, diverse world that has become a class in one powerful female hand"
"Over het gebrek aan kinderopvang én personeel spreekt King Connah niet. Hondenfluitjes in overvloed, dat wel","King Connah doesn't talk about the lack of childcare and staff. Dog whistles in abundance, though."
De laatste schoonmoeder: het klinkt als een lied van De Kreuners dat gelukkig nooit op plaat is gezet,The last mother-in-law: it sounds like a song by De Kreuners that fortunately has never been recorded
"Laten we meer bomen planten, zeker in de steden, maar wel om de juiste reden","Let's plant more trees, especially in the cities, but for the right reason"
Ons kent ons,Ons kent ons
We moeten dankbaar zijn met dit weer. Het kan écht zoveel erger,We should be grateful for this weather. It could really be so much worse.
"Als je naar zijn gedrag kijkt, dan heb je het gevoel dat Poetin bang is voor twee dingen","When you look at his behavior, you feel like Putin's afraid of two things."
